PID,UR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
500151,300302,,,,8003609903585972,WILSON,KIMBERLY,1970-12-10,F,99996,CHEGWIDDEN,MALL,Keppoch,ACT,2864,AUS,148.7357,-33.3211,25556475944,,,S,4,
500152,300304,,,,8003609903586020,SMITH,LAURA,1951-04-25,F,99978,ANDALUSIAN,HIGHWAY,Bulleen,NT,2630,AUS,149.1947,-36.2313,26060729023,,,M,4,
500153,300306,,,,8003609903586061,JONES,CAROLINE,1972-08-10,F,99917,DENISE,RIDGE,Builyan,WA,2049,AUS,151.1466,-33.8952,29992988073,,,M,4,
500154,300308,,,,8003609903586111,JONES,PAUL,1970-04-16,M,99981,MADISON RIDGE,PARKWAY,Huddleston,ACT,6714,AUS,116.4073,-20.8346,61887379322,,,S,4,
500155,300310,,300014,,8003609903579546,SMITH,RAMON,1976-04-19,M,99921,SAN JUAN,CONCOURSE,Angas Valley,ACT,3446,AUS,144.3826,-37.1762,37099950653,,,M,4,
500156,300312,,,,8003609903586194,MARTIN,JOHN,1990-08-30,M,99901,SUMMIT VALLEY,CAUSEWAY,Murgon,NT,2810,AUS,147.7645,-33.7550,24805303141,,,M,4,
500157,300314,,,,8003609903586236,WILSON,RICHARD,1952-11-10,M,99968,LANCASTER,STREET,Keilor Park,TAS,2730,AUS,148.0315,-35.5323,28035349613,,,S,4,
500158,300316,,,,8003609903586285,SMITH,VERNON,1951-08-10,M,99944,PINE SPRINGS,CRESCENT,Howitt Plains,SA,4671,AUS,151.5317,-24.7644,41708144172,,,M,4,
500159,300318,,,,8003609903586327,SMITH,LLOYD,1996-01-24,M,99952,COPPER BEND,ROAD,Brisbane Market,WA,5162,AUS,138.5281,-35.1208,56795266013,,,M,4,
500160,300320,300002,,,8003609903579298,TAYLOR,CHRISTOPHER,2016-02-14,M,99999,LORIMER,COURT,Karaak Flat,WA,7325,AUS,145.4671,-41.0869,25833890031,,,S,4,
500161,300322,,,,8003609903586418,WILLIAMS,NANCY,1986-03-25,F,99934,SALTY,PARKWAY,South Lake,SA,7265,AUS,147.8168,-41.0762,54380082413,,,M,4,
500162,300324,,300008,,8003609903579413,JOHNSON,FRED,1992-07-25,M,99936,WILLIAMS CIR,TRACK,Tulka,TAS,3364,AUS,144.0999,-37.4788,59507559551,,,M,4,
500163,300326,,,,8003609903586509,SMITH,LILLIAN,1997-01-30,F,99973,BENTHAM,GROVE,Armagh,TAS,3823,AUS,146.0244,-38.2896,36600939245,,,M,4,
500164,300328,,,,8003609903586558,BROWN,PATRICIA,1966-12-13,F,99997,CLOVER MEADOW,VIEW,Karrakatta,QLD,2206,AUS,151.1048,-33.9257,25587625875,,,M,4,
500165,300330,,,,8003609903586590,BROWN,KAITLYN,1944-08-11,F,99941,VILLAGE,CRUISEWAY,Torrens Vale,VIC,2473,AUS,153.4252,-29.1106,28647721535,,,M,4,
500166,300332,300000,,,8003609903579249,SMITH (nee BROWN),JANIE,1980-12-13,F,99904,FLORET,CRESCENT,Werrington,WA,3782,AUS,145.4213,-37.9311,41553023145,,,M,4,
500167,300334,,,,8003609903586699,WILSON,JOHANNE,1932-07-19,F,99933,LE BANKE,RIDGE,Innisplain,TAS,2475,AUS,152.4935,-28.4643,26679285113,,,M,4,
500168,300336,,,,8003609903586731,SMITH,JONATHAN,1984-10-02,M,99907,PALOMINO,CLOSE,Wakeley,TAS,4065,AUS,152.9775,-27.4595,49880711612,,,M,1,2000-03-03
500170,300340,,,,8003609903586822,SMITH,JUAN,2015-01-28,M,99913,SERENITY OAK,ESPLANADE,Vasa Views,NT,3236,AUS,143.6936,-38.5138,38172110965,,,S,4,
500171,300342,,,,8003609903586871,MARTIN,ROGER,1989-04-09,M,99908,DELPRADO,WALKWAY,Cairns Orchid Plaza,VIC,7330,AUS,145.1002,-40.9028,50514024313,,,S,4,
500172,300344,,,,8003609903586913,TAYLOR,MARJORIE,1996-01-17,F,99924,DEBRA,HIGHWAY,Evanslea,WA,3042,AUS,144.8826,-37.7406,30423312664,,,M,4,
500173,300346,300014,,,8003609903579546,SMITH,KENNETH,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
500174,300348,300008,,,8003609903579413,JOHNSON,DONALD,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
500175,300350,,,,8003609903587069,SMITH,TROY,1939-04-17,M,99972,MOOSE HORN,VIEW,Hamel,QLD,3205,AUS,144.9606,-37.8340,32704868075,,,S,4,
500176,300352,,,,8003609903587101,WILSON,TREVA,2001-05-12,F,99979,HOLLOW BEND,MALL,The Common,ACT,2350,AUS,151.5104,-30.5096,27756225863,,,S,4,
500177,300354,,,,8003609903587150,BROWN,SHAWN,1973-01-11,M,99971,FORBES PARK,CIRCUS,W Tree,SA,4871,AUS,145.9745,-16.7587,46354642655,,,S,4,
500179,300358,,,,8003609903587234,SMITH,DEBRA,1978-09-10,F,99901,OLD SADDLE,STREET,Monivae,TAS,6391,AUS,116.4940,-33.0244,65611098863,,,M,4,
500180,300360,,,,8003609903587283,SMITH,YUKO,2005-07-04,F,99989,INDIAN PAINT,CIRCUIT,Riverside Centre,NSW,3711,AUS,145.7138,-37.4316,37636795874,,,S,4,
500181,300362,300016,,,8003609903579587,JONES-SMITH,MARY,2011-03-21,F,99938,CLEGG,CRESCENT,Banyo,SA,3802,AUS,145.2584,-37.9690,37592625965,,,S,4,
500182,300364,,,,8003609903587366,TAYLOR,MARK,1963-06-03,M,99907,ELDERBERRY,RISE,Nutfield,TAS,2250,AUS,151.4292,-33.4041,24851633271,VSM83638D,NSP,M,4,
500183,300366,,,,8003609903587416,BROWN,JOHN,2015-03-28,M,99965,HORMAN,ROAD,Coorumba,SA,2280,AUS,151.6601,-33.0533,25385519831,,,S,4,
500184,300368,,,,8003609903587465,JONES,GEOFFREY,1983-01-08,M,99915,ASPEN CREEK,GROVE,South Yunderup,VIC,2874,AUS,147.5839,-32.5637,21347183543,,,M,4,
500185,300370,,,,8003609903587515,WILSON,ELEANOR,1991-09-12,F,99952,GROUSE CREEK,CIRCLE,Tooms Lake,NSW,5273,AUS,140.1867,-36.9328,51003579665,,,M,4,
500186,300372,,,,8003609903587564,JOHNSON,SHIRLEY,2000-07-24,F,99953,DEVEN,STRAND,Strathmore Heights,ACT,5470,AUS,138.4775,-33.5640,50079330764,,,S,4,
500187,300374,,,,8003609903587614,WILSON,ANTONIO,1938-09-21,M,99949,LEE WAY,TRACK,Kilcoy,NSW,3043,AUS,144.8796,-37.7028,36022881074,,,M,4,
500188,300376,,,,8003609903587655,WHITE,TRINIDAD,1938-07-15,F,99919,LENORA JOE,BOULEVARD,Katoomba,SA,3705,AUS,147.8080,-36.1334,37277726763,,,M,1,
500189,300378,,,,8003609903587697,TAYLOR,MARY,1963-10-20,F,99951,LARK MEADOW,STREET,Pillar Valley,WA,4715,AUS,150.3576,-24.3348,45093399623,,,M,4,
500190,300380,,300002,,8003609903579298,TAYLOR,KEVIN,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
500191,300382,,,,8003609903587770,SMITH,SHANNON,1987-12-08,F,99957,SHERIDAN,PROMENADE,Wooroona,WA,2116,AUS,151.0393,-33.8138,27450754844,,,D,4,
500192,300384,,,,8003609903587820,JOHNSON,MARIE,2013-02-19,F,99924,LEMONWOOD,PARKWAY,Targinie,NT,2878,AUS,144.2473,-32.7022,22847699954,,,S,4,
500193,300386,,,,8003609903587861,WHITE,STEPHANIE,1967-10-23,F,99910,NIMBUS,VIEW,Pierces Creek,ACT,7259,AUS,147.3973,-41.3176,50231714144,QX525901 ,GOL,M,4,
500194,300388,,,,8003609903587903,JOHNSON,BERTHA,2011-03-11,F,99916,LETICIA,CRUISEWAY,Mount Ossa,ACT,3075,AUS,145.0060,-37.6659,31629326261,QIV24725E,UNK,S,4,
500195,300390,,,,8003609903587945,WILSON,LAWERENCE,2005-11-03,M,99941,REDWOOD,VISTA,Parker Range,NT,3242,AUS,143.8230,-38.3435,36125364873,,,S,4,
500196,300392,,300010,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
500197,300394,,,,8003609903588034,MARTIN,DARRYL,2010-07-11,M,99940,MESQUITE,LANE,Tutye,ACT,4078,AUS,152.9462,-27.6156,45800209232,,,S,1,2014-03-06
500198,300396,,,,8003609903588083,WILLIAMS,BRANDY,1933-09-29,F,99969,FORD,HIGHWAY,Swede Flat,ACT,3882,AUS,147.7474,-37.8095,33389444063,,,M,4,
500199,300398,,,,8003609903588133,JONES,ROY,2011-01-02,M,99905,WOOD SHADE,CRESCENT,Western River,TAS,4479,AUS,145.5613,-26.7032,49264221232,,,S,4,
500200,300400,,,,8003609903588182,JOHNSON,THOMAS,1988-06-23,M,99902,PALM,PARADE,Eden Valley,NSW,4403,AUS,151.4905,-27.4771,48448595315,,,D,4,
500201,300402,,,,8003609903588232,SMITH,NORMA,1937-01-15,F,99904,SAGEHILL,DRIVE,Dumbalk,WA,7183,AUS,147.7792,-43.1533,54248054622,,,W,4,
500202,300404,,,,8003609903588281,WHITE,HARRIET,1944-07-24,F,99926,ROLLING GREEN,GLEN,Evanston Park,NSW,3292,AUS,141.1418,-38.0778,31376533952,,,M,4,
500203,300406,,,,8003609903588331,WHITE,JANICE,1985-09-15,F,99902,ROCKWELL,HIGHWAY,Anthony,NSW,5204,AUS,138.2549,-35.5429,58101429434,,,S,4,
500204,300408,,,,8003609903588380,JOHNSON,KATHY,2003-03-31,F,99996,SKYCREST PARK,RIDGE,Mckellars Park,SA,6004,AUS,115.8771,-31.9549,69217413975,,,S,4,
500205,300410,,,,8003609903588422,TAYLOR,JEANNIE,2014-04-03,F,99916,WOOD STONE,BOULEVARD,Murray Region Mc,WA,7185,AUS,147.7525,-43.0534,58833921513,,,S,4,
500206,300412,,,,8003609903588471,JONES,RANDOLPH,1987-12-21,M,99933,ALDEN,VIEW,Gindoran,VIC,5302,AUS,140.4517,-35.2784,55985636372,,,S,4,
500207,300414,,,,8003609903588513,JONES,TERRY,1949-06-01,M,99979,GENERS CROSSING,WAY,Wonga Park,TAS,2672,AUS,146.3706,-33.2060,24222432932,,,M,4,
500208,300416,,,,8003609903588554,WILLIAMS,CONRAD,1981-04-20,M,99968,SKIPPERLING,STRAND,Geebung,SA,2471,AUS,153.1763,-28.9368,21338490642,,,W,4,
500209,300418,,,,8003609903588596,WILLIAMS,PATTI,2001-12-05,F,99959,WEDGEWOOD,CIRCUIT,South Hummocks,ACT,2380,AUS,150.4192,-30.9308,26560488933,,,S,4,
500210,300420,,300008,,8003609903579413,JOHNSON,FRED,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
500211,300422,300014,,,8003609903579546,SMITH,ERNEST,1975-04-20,M,99959,JORDAN OAKS,CONCOURSE,Electra,ACT,6230,AUS,115.6278,-33.3800,37099950653,,,M,4,
500212,300424,,,,8003609903588711,MARTIN,MARTHA,2013-03-09,F,99993,SNOW FLOWER,WALK,Glen Niven,TAS,5333,AUS,140.3980,-34.3656,52321990121,,,S,4,
500213,300426,,,,8003609903588760,WILLIAMS,HARRY,2011-01-28,M,99940,BRIGHT MORNING,PARKWAY,The Hermitage,TAS,2567,AUS,150.7577,-34.0371,21555543012,,,S,4,
500214,300428,,,,8003609903588802,BROWN,BECKY,1947-07-31,F,99934,MAKIYA,SQUARE,Fingal Head,TAS,3054,AUS,144.9681,-37.7856,34722148772,,,S,4,
500215,300430,,,,8003609903588844,TAYLOR,PATRICK,1942-06-27,M,99921,PIPPIN,COURT,Chatham Valley,NT,4122,AUS,153.0722,-27.5385,44962747763,,,S,4,
500216,300432,,,,8003609903588885,SMITH,PATRICIA,1978-03-21,F,99968,UPLAND,ESPLANADE,Hamilton Central,WA,2009,AUS,151.1926,-33.8686,26259111761,,,M,1,
500217,300434,,,,8003609903588935,SMITH,JULIA,2013-05-05,F,99972,JOE,LANE,Reeves Plains,TAS,6122,AUS,115.9892,-32.2522,69364916011,,,S,4,
500218,300436,,,,8003609903588976,TAYLOR,JORDAN,1945-07-28,M,99956,COBBLESTONEVLG,CLOSE,Lavers Hill,ACT,5607,AUS,135.3488,-34.1375,57054681814,,,M,4,
500219,300438,300006,,,8003609903579371,JONES,KEVIN,2010-09-18,M,99949,INGRAM,BOULEVARD,Pioneer Bay,QLD,5432,AUS,138.8120,-32.0990,32613579854,,,S,4,
500220,300440,,,,8003609903589065,TAYLOR,CHADWICK,1971-08-27,M,99909,RED SAGE,GLEN,Towers Hill,ACT,5141,AUS,138.7264,-34.9596,55616080344,,,S,4,
500221,300442,,,,8003609903589107,TAYLOR,MARGARET,1954-11-16,F,99918,LAKE FORK,WALKWAY,Yabbra,NT,4121,AUS,153.0612,-27.5285,40430483452,,,M,4,
500222,300444,,,,8003609903589149,SMITH,BLANCA,1957-09-05,F,99952,COPPER DALE,DRIVE,Coolbinia,TAS,3355,AUS,143.8158,-37.5469,36425455411,,,M,4,
500223,300446,,,,8003609903589198,BROWN,ANDREW,1980-10-10,M,99976,FOURTH,SQUARE,Tarrayoukyan,WA,2665,AUS,147.2677,-34.5038,24074937245,,,M,4,
500224,300448,,300008,,8003609903579413,JOHNSON,FRED,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
500225,300450,,300012,,8003609903579504,WILLIAMS,DONALD,1994-09-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
500226,300452,,,,8003609903589321,BROWN,PATRICK,1982-06-06,M,99947,CHESTER,GLEN,Dales Creek,WA,4428,AUS,149.1840,-26.7657,43187147334,,,M,4,
500227,300454,,,,8003609903589362,JONES,SAMANTHA,1962-03-08,F,99908,ORIOLE GROVE,VISTA,Molloy Island,TAS,3926,AUS,145.1210,-38.3913,38527700831,,,S,4,
500228,300456,,,,8003609903589412,BROWN,RIGOBERTO,2009-12-16,M,99931,EAGLE ROCK,CIRCUS,Greys Plain,TAS,3431,AUS,144.6791,-37.4472,38476608474,,,S,4,
500229,300458,,,,8003609903589453,MARTIN,SALVADOR,1951-02-03,M,99920,KIMBALLFIELD,WAY,Rocklyn,ACT,7307,AUS,146.5307,-41.1711,50497606362,,,D,4,
500230,300460,,,,8003609903589495,SMITH,JENNIFER,1933-03-07,F,99933,LORRAINE,MALL,Lade Vale,NT,3239,AUS,143.2427,-38.5985,38479913845,,,W,4,
500231,300462,,,,8003609903589545,MARTIN,THERESA,2000-04-15,F,99932,ELLEN,ROAD,Hickety,VIC,2587,AUS,148.2940,-34.6660,21609209343,,,S,4,
500232,300464,300006,,,8003609903579371,JONES,EVERETT,2010-09-18,M,99906,CAPLAN,CIRCLE,Mutawintji,NT,3412,AUS,141.4898,-36.6561,32613579854,,,S,4,
500233,300466,,,,8003609903589636,SMITH,RICHARD,1951-11-12,M,99972,ROSBERG,WALKWAY,Caldwell,WA,5550,AUS,138.1730,-34.1837,56463946755,,,W,4,2004-12-24
500234,300468,,,,8003609903589685,JOHNSON,DONNA,1951-01-15,F,99972,BRON BRECK,BOULEVARD,Cape Pillar,ACT,3763,AUS,145.3492,-37.5148,37360368211,,,M,4,
500235,300470,,,,8003609903589735,JONES,LYLE,1999-07-28,M,99961,HOFFINE,RIDGE,Yabbra,SA,3438,AUS,144.6085,-37.4502,39789880053,,,S,4,
500236,300472,,,,8003609903589784,JONES,WENDY,2014-07-28,F,99940,LONESOME,RISE,Rosenthal Heights,NT,5277,AUS,140.7021,-37.2619,50474518412,,,S,4,
500237,300474,,,,8003609903589834,JOHNSON,REBEKAH,1981-01-16,F,99934,MISTY SEA,HIGHWAY,Neurea,TAS,6104,AUS,115.9311,-31.9500,60850835735,,,M,4,
500238,300476,,,,8003609903589883,WILLIAMS,MARK,2009-12-19,M,99948,SPRAY LAKE,ALLEY,Knapp Creek,NSW,6077,AUS,115.8620,-31.7754,68135241232,,,S,4,
500239,300478,,,,8003609903589933,BROWN,KATHERINE,1986-04-15,F,99905,SILVER OAK,CIRCUIT,Drome,TAS,0860,AUS,134.1917,-19.6590,06880049531,,,S,4,
500240,300480,,300004,,8003609903579330,SMITH,LINDA,1952-11-18,F,99962,ASPEN HAVEN,ROAD,Eildon,WA,2134,AUS,151.1041,-33.8783,23427236525,,,M,4,
500241,300482,,,,8003609903590014,BROWN,JENNY,1940-11-08,F,99992,RIDGE OAK,PARADE,Ryans,TAS,5049,AUS,138.5383,-35.0421,54894112654,,,M,4,
500242,300484,,,,8003609903590055,WHITE,WESLEY,1989-09-11,M,99961,CROMWELL,COURT,Marrara,WA,2199,AUS,151.0220,-33.9042,20407526031,,,D,4,
500243,300486,,,,8003609903590097,WILSON,ROY,1963-12-22,M,99933,DRAPER PARK,WALK,Villeneuve,TAS,2852,AUS,149.4496,-32.2253,29496713935,,,S,4,
500244,300488,,,,8003609903590147,JOHNSON,ANNETTE,1944-11-26,F,99920,MATISSE,GROVE,Merewether Heights,ACT,3264,AUS,142.8764,-38.2461,38302436762,N 868238E,UNK,S,4,
500245,300490,,,,8003609903590188,SMITH,DAPHNE,1962-05-13,F,99916,CAMELEY,PROMENADE,Albion DC,WA,7216,AUS,148.2803,-41.2534,54614015431,,,M,4,
500246,300492,,,,8003609903590220,SMITH,CLAUDIA,1970-08-15,F,99928,JOYCELYN,SQUARE,Archies Creek,TAS,5419,AUS,139.0635,-33.2557,54093711875,,,M,4,
500247,300494,,,,8003609903590261,SMITH,ROLAND,1998-06-16,M,99960,SOCIAL HALL,CIRCLE,Gootchie,ACT,3919,AUS,145.2039,-38.3526,32815428752,,,S,4,
500248,300496,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
500249,300498,,,,8003609903590352,TAYLOR,ROBERT,1940-03-07,M,99970,PATCHWORK,RIDGE,Charleston,NSW,6211,AUS,115.6814,-32.7528,63317082672,,,S,4,
500250,300500,,,,8003609903590402,WHITE,JACK,1957-03-07,M,99971,JORDAN DALE,CRESCENT,Bon Accord,NSW,6480,AUS,118.2400,-31.3011,60555919621,,,M,1,
500251,300502,,,,8003609903590444,WILLIAMS,ELEANOR,1958-01-22,F,99946,CARMA,GLEN,Croki,VIC,6356,AUS,120.1213,-32.9228,69037036212,,,S,4,
500252,300504,,,,8003609903590493,WILSON,PAULA,1955-06-02,F,99942,MOSIAH,PARADE,Bromelton,ACT,6351,AUS,117.9496,-33.2586,63219048713,,,M,4,
500253,300506,,,,8003609903590543,WHITE,MELINDA,1949-11-13,F,99917,AUTUMN WOOD,TERRACE,Hadfield,NSW,6446,AUS,121.8300,-33.2224,63010175153,,,D,4,
500254,300508,,,,8003609903590592,JOHNSON,GEORGINA,1957-06-25,F,99928,SILVER HAWK,RIDGE,Crossley,WA,7179,AUS,147.8888,-43.0105,58933422674,,,S,4,
500255,300510,,,,8003609903590642,SMITH,MICHELLE,1971-01-15,F,99967,COPPER PEAK,RIDGE,Red Rock,TAS,3003,AUS,144.9204,-37.8105,34543071775,,,M,4,
500256,300512,,,,8003609903590683,BROWN,MONICA,1951-11-07,F,99935,WILLOWPOND,TERRACE,Darlimurla,QLD,6066,AUS,115.8925,-31.8382,66773628343,,,S,4,
500258,300516,,,,8003609903590774,JOHNSON,WILLIAMS,1961-05-29,M,99905,ARMADA,WAY,Dunalley,NSW,6351,AUS,117.9057,-33.1164,61865394225,,,M,4,
500259,300518,,,,8003609903590816,TAYLOR,ELIAS,1967-03-16,M,99909,KINGSPOINTE,WALK,Korweinguboora,SA,4472,AUS,146.0443,-24.6580,44929412374,,,W,4,
500260,300520,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
500261,300522,,,,8003609903590915,SMITH,ASHLEY,1970-11-13,F,99918,BINGHAM HILLS,ROAD,Dry Diggings,QLD,2539,AUS,150.4436,-35.4016,26299459223,,,S,4,
500262,300524,,,,8003609903590956,SMITH,HERBERT,2000-11-05,M,99946,ISLA DAYBREAK,ROAD,Arundel,VIC,2754,AUS,150.7314,-33.5344,22385111563,,,S,4,
500263,300526,,,,8003609903590998,WILLIAMS,ERIC,1947-09-29,M,99947,MIDAS GOLD,AVENUE,White Sands,ACT,4208,AUS,153.2328,-27.8282,48377280135,,,D,4,
500265,300530,,,,8003609903591087,WILLIAMS,EDWARD,1948-07-17,M,99964,SHIRL,MALL,Maryknoll,ACT,5153,AUS,138.7822,-35.0734,53124652461,,,M,4,
500266,300532,,,,8003609903591137,WILSON,WANDA,1940-03-08,F,99909,EASTCLIFF,WALKWAY,Mount Seymour,SA,2420,AUS,151.7496,-32.4024,20737776922,,,M,4,
500267,300534,,,,8003609903591186,SMITH,TIFFANY,1962-11-27,F,99976,DUBLIN,HIGHWAY,Mackenzie River,SA,2794,AUS,148.5889,-33.9438,25578131622,,,M,4,
500269,300538,,,,8003609903591269,WHITE,SADIE,1937-10-27,F,99990,GAYLENE,PLACE,Paney,NT,6224,AUS,115.9025,-33.2416,68301964721,,,M,4,
500270,300540,,,,8003609903591301,MARTIN,MICHAEL,2016-12-23,M,99919,RAIN CREST,CIRCUS,Highcroft,SA,3478,AUS,143.2978,-37.0708,38592482132,,,S,4,
500271,300542,,,,8003609903591350,JOHNSON,LUIS,1933-07-21,M,99900,ROYAL,LANE,Pacific Fair,ACT,7018,AUS,147.3788,-42.8723,55374840014,,,M,4,
500272,300544,,,,8003609903591392,WILSON,STANLEY,1932-05-28,M,99965,ADALEY,TRACK,Paruna,VIC,2505,AUS,150.8978,-34.4715,24639780935,,,S,4,
500273,300546,,,,8003609903591442,JOHNSON,JENNIFER,1966-02-26,F,99939,MOSS,WALK,Seven Hills Mc,WA,3979,AUS,145.5802,-38.4554,38703984841,,,M,4,
500274,300548,,,,8003609903591491,MARTIN,CAROL,1964-01-18,F,99948,SHORTRIDGE,CRUISEWAY,Merrigum,QLD,6107,AUS,115.9364,-32.0160,62209244554,,,W,4,
500275,300550,,,,8003609903591533,JONES,MICHELLE,1945-08-31,F,99939,ALTURA,GLEN,Ludlow,ACT,3930,AUS,145.0952,-38.1937,38717643551,,,M,4,
500276,300552,300002,,,8003609903579298,TAYLOR,TIMOTHY,2016-02-14,M,99997,KENNELLY,RIDGE,Belford,QLD,3016,AUS,144.8884,-37.8611,25833890031,,,S,4,
500277,300554,,,,8003609903591624,JONES,DAVID,1982-10-22,M,99913,MORGAN,CONCOURSE,Septimus,ACT,5631,AUS,135.6382,-34.2742,51106443831,,,M,4,
500278,300556,,,,8003609903591665,JONES,BERTRAM,1982-01-18,M,99999,QUAIL HOLLOW,COURT,Kersbrook,NT,7275,AUS,146.9660,-41.3014,59132200465,,,M,4,
500279,300558,,,,8003609903591707,WILSON,CHARLES,1972-01-30,M,99956,WHITE SPRUCE,PARKWAY,Harvey,VIC,4888,AUS,145.3652,-17.6248,49825269974,,,S,4,
500280,300560,,,,8003609903591756,SMITH,JOCELYN,1945-11-04,F,99923,LEONIDAS,STREET,Bally Bally,QLD,2823,AUS,147.9037,-32.0659,24405027471,,,D,4,
500281,300562,,,,8003609903591806,MARTIN,DANN,1932-12-21,F,99996,BLACKHAWK,HIGHWAY,Carlisle River,NT,2028,AUS,151.2433,-33.8790,28878429015,,,S,4,
500282,300564,,,,8003609903591855,JONES,MATTHEW,1954-09-13,M,99926,GREENSAND,CIRCUIT,Amber,SA,2515,AUS,150.9501,-34.2765,27505226742,,,M,4,
500283,300566,,,,8003609903591905,BROWN,GREGORY,1945-05-20,M,99958,RIVER CHASE,CONCOURSE,Arrawarra,VIC,4357,AUS,150.9702,-27.9713,44456484941,,,D,4,
500284,300568,,,,8003609903591954,SMITH,SARAH,1940-06-06,F,99972,LAMB,CENTREWAY,Spring Flat,NT,5651,AUS,135.6419,-33.1346,52277754762,,,M,4,
500286,300572,,,,8003609903592051,WILLIAMS,VIOLA,1935-07-14,F,99903,CATHAY,ESPLANADE,Bronte,SA,3392,AUS,142.6816,-36.3422,33087583914,,,M,4,
500287,300574,,,,8003609903592101,WILSON,JESSE,1955-12-24,M,99917,NORTHLAKE,AVENUE,West Gladstone,NT,3882,AUS,147.7474,-37.8095,34707283025,,,M,4,
500288,300576,,,,8003609903592143,JOHNSON,WYNONA,1944-04-15,F,99978,PHEASANT PARK,GROVE,Home Hill,TAS,6365,AUS,118.0305,-32.6106,67862475555,,,M,4,
500289,300578,,,,8003609903592192,TAYLOR,JANICE,1973-11-25,F,99970,MAHOGANY HILL,LANE,Toowoomba Village Fair,ACT,2160,AUS,150.9848,-33.8339,26372722945,,,S,4,
500290,300580,,,,8003609903592242,WILLIAMS,WILLIAM,1991-12-18,M,99947,HIGHLAND,RISE,Scotchtown,ACT,2119,AUS,151.0775,-33.7568,21423465324,,,M,4,
500291,300582,,,,8003609903592283,SMITH,TERRY,2009-05-20,M,99936,CONNER RIDGE,CIRCUS,Milvale,WA,5263,AUS,140.8821,-37.2898,54644144665,,,S,4,
500292,300584,,300006,,8003609903579371,JONES,ROBERT,2010-09-18,M,99959,FAWN HILL,STREET,Lower Turners Marsh,QLD,3163,AUS,145.0411,-37.8921,32613579854,,,S,4,
500293,300586,,,,8003609903592366,WILSON,MARION,1966-04-06,F,99993,SHELBOURNE,WAY,Belcong,NSW,3832,AUS,145.9307,-37.9133,33888580965,,,M,4,
500294,300588,,,,8003609903592416,SMITH,RALPH,1983-11-09,M,99906,CUPECOY,VIEW,Aroona,SA,2331,AUS,151.1801,-32.7050,28812379232,,,S,3,
500295,300590,,,,8003609903592457,BROWN,FRANK,1932-07-14,M,99977,BRITLEY,MALL,Termeil,SA,3006,AUS,144.9523,-37.8253,35666097674,,,M,4,
500296,300592,,,,8003609903592499,SMITH,ANGELA,1939-12-11,F,99923,HALLDRIVE SOUTH,GROVE,Rufus River,ACT,5413,AUS,138.9332,-34.0813,52017721132,,,M,4,
500297,300594,,,,8003609903592531,BROWN,MARVA,1962-09-12,F,99910,BIRCH HILL,VISTA,Sanctuary Cove,VIC,2305,AUS,151.6944,-32.9270,29418616375,,,M,4,
500298,300596,,,,8003609903592580,WILLIAMS,MELVIN,1950-10-02,U,99976,MARANO,VIEW,Namoi River,NT,3636,AUS,145.4861,-36.1650,36756500652,,,M,4,
500299,300598,,,,8003609903592630,WHITE,JAN,1971-05-08,M,99908,TAXUS,PROMENADE,Wauchope,VIC,6606,AUS,116.8928,-30.5610,68516733971,,,D,4,
500300,300600,,,,8003609903592671,SMITH,JEFFREY,1964-12-30,M,99921,TAITLYNN,CONCOURSE,Ramco Heights,VIC,2108,AUS,151.2990,-33.6048,20541771352,,,M,4,
500301,300602,,,,8003609903592713,MARTIN,ROBERT,1983-04-30,M,99902,HIDDEN MEADOWS,RISE,Whiteman Creek,NT,3081,AUS,145.0387,-37.7529,31037703855,,,M,4,
500302,300604,,,,8003609903592754,WHITE,BONNIE,1948-06-22,F,99995,OLD ASPEN,WAY,Monomeith,SA,2114,AUS,151.0742,-33.8148,26201627041,,,S,4,
500303,300606,,,,8003609903592804,WHITE,EVELYN,1941-05-26,F,99958,HIGH CANYON,AVENUE,Edith Creek,SA,2390,AUS,149.6370,-30.4252,24126933012,,,M,4,
