PID,UR,AltUR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
20144,10790,301972,,,,8003609903579546,SMITH,PAUL,1976-05-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
20145,10796,301406,,,,8003609903610754,JOHNSON,DEEANNA,1985-01-04,F,99990,DE MASS,DRIVE,Daglish,SA,4700,AUS,150.9696,-23.2015,47006607273,,,M,4,
20146,10802,303702,,,,8003609903662375,TAYLOR,BRADLEY,1985-06-13,M,99982,CARMELITA,CIRCUIT,Ellinthorp,NSW,6111,AUS,116.0766,-32.1178,48576765041,,,M,4,
20147,10807,300540,,,,8003609903591301,MARTIN,MICHAEL,2016-12-23,M,99919,RAIN CREST,CIRCUS,Highcroft,SA,3478,AUS,143.2978,-37.0708,38592482132,,,S,4,
20148,10812,300994,,,,8003609903601522,BROWN,JIMMY,1969-02-23,M,99983,ERIN LOOP,RISE,Byng,ACT,3893,AUS,147.8956,-37.5960,38633312365,,,S,4,
20149,10817,,,,,,BROWN,LOIS,1979-08-28,F,99969,DAZZLING VIEW,CIRCLE,Swanston,QLD,6072,AUS,116.1361,-31.9087,69321642745,,,W,4,
20150,10823,303824,,,,8003609903665147,BROWN,JACOB,1948-09-01,M,99942,MORNING SKY,PLACE,Mittyack,NSW,4006,AUS,153.0223,-27.4493,45514837574,VKM90647C,WHT,M,4,
20151,10828,302516,,,,8003609903635678,SMITH,JEFFERY,1966-03-27,M,99930,BEAU VIEW,ESPLANADE,Kaimkillenbun,TAS,5331,AUS,140.3201,-34.2075,55855489532,,,S,4,
20152,10834,301606,,,,8003609903615241,MARTIN,GERTRUDE,2016-04-09,F,99947,MAKIYA,PLACE,Catalina,QLD,6027,AUS,115.7370,-31.7569,67327348244,,,S,4,
20153,10839,300202,,,,8003609903583720,WILSON,DONNA,1987-02-18,F,99927,BONANZA,VISTA,Nambung,ACT,2441,AUS,152.9469,-30.8195,25444094464,,,M,4,
20154,10844,,,,,,BROWN,ZACHARY,2001-05-28,M,99955,LAKE,COURT,Woomera,NSW,6052,AUS,115.8917,-31.9095,68903701654,,,S,4,
20155,10850,300298,,,,8003609903585899,WILLIAMSON,SANDRA,1996-11-08,F,99917,OLD CREEK,LANE,Nubeena,SA,2527,AUS,150.7431,-34.6017,23177180725,,,D,4,
20156,10856,,,10024,,,SMITH,JULIE,2008-02-23,F,99902,ROCK HOLLOW,CENTREWAY,Leighton,TAS,6243,AUS,116.1612,-33.7188,65507050845,,,S,4,
20157,10862,302248,,,,8003609903629655,WILSON,JAMIE,1995-11-09,F,99991,BLUECREST,HIGHWAY,Cape Portland,SA,2147,AUS,150.9369,-33.7503,26601092464,,,M,4,
20158,10868,302778,,,,8003609903641544,MARTIN,MABEL,1942-10-04,F,99989,GRACE,CRESCENT,Palm Cove,NSW,3193,AUS,145.0243,-37.9735,30198359445,,,S,4,
20159,10873,303736,,,,8003609903579298,TAYLOR,KEVIN,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
20160,10878,,,,,,BROWN,CHRISTOPHER,1947-10-10,M,99900,DANVERS,PLACE,Picnic Bay,ACT,2648,AUS,141.8222,-33.2892,22288543224,,,D,4,1980-08-24
20161,10884,,,,,,BROWN,RANDY,1940-06-13,M,99983,KESTREL RISE,CIRCLE,Fernside,WA,4174,AUS,153.1275,-27.4440,42413413613,,,W,4,
20162,10890,305206,,,,8003609903696274,SMITH,KERRY,1976-10-17,M,99908,KENBRIDGE,STREET,Gutha,SA,3340,AUS,144.4321,-37.6364,22176524952,,,M,4,
20163,10895,304742,,,,8003609903685806,WHITE,STEVE,1977-09-07,M,99976,ELM RIDGE,CLOSE,Doncaster,SA,2734,AUS,143.7413,-35.1049,60065910944,,,S,4,2009-07-23
20164,10901,302644,,,,8003609903638490,TAYLOR,SANDRA,1968-07-17,F,99937,HELENA ROSE,LANE,Charnwood,SA,4035,AUS,152.9942,-27.3532,46349798461,,,M,4,
20165,10906,300284,,,,8003609903585584,MARTIN,STEPHANIE,1978-07-22,F,99961,LEVEL,HIGHWAY,Kingsley,NT,5255,AUS,138.8689,-35.2504,50662979023,,,M,4,
20166,10912,302056,,,,8003609903625331,JOHNSON,PETER,1961-02-10,M,99952,MCALLISTER,STRAND,Bensville,VIC,2911,AUS,149.1071,-35.2032,27439056662,,,S,4,
20167,10918,303016,,,,8003609903646964,SMITH,LYNN,1998-07-16,F,99912,CROWSNEST,DRIVE,Upper Ryans Creek,QLD,5540,AUS,138.0680,-33.1995,65219651552,,,S,4,
20168,10923,,,,,,BROWN,ELINOR,2014-02-12,F,99945,VESPA,PARADE,Tweed Heads West,VIC,4424,AUS,149.9257,-26.4878,47684981511,,,S,4,
20169,10929,300502,,,,8003609903590444,WILLIAMS,ELEANOR,1958-01-22,F,99946,CARMA,GLEN,Croki,VIC,6356,AUS,120.1213,-32.9228,69037036212,,,S,4,
20170,10935,303420,,,,8003609903656021,TRAYLOR,MARIA,2006-10-12,F,99901,JULIEN,CAUSEWAY,Netherton,TAS,2475,AUS,152.4529,-28.5957,22485506251,,,S,4,
20171,10940,304768,,,,8003609903686382,BROWN,JASMINE,1976-12-29,F,99947,FALSTAFF,ALLEY,Johnburgh,TAS,2627,AUS,148.6661,-36.4103,20976029925,,,S,4,
20172,10946,305558,,,,8003609903581732,TAYLOR,ROBERT,1985-08-13,M,99969,WINDHAM,CENTREWAY,Devonport,WA,3477,AUS,143.1045,-36.5393,59569805964,,,S,4,
20173,10952,304854,,,,8003609903688313,TAYLOR,VERA,1999-08-09,F,99925,ROSE VIEW,WALKWAY,Bulli Creek,SA,2096,AUS,151.2852,-33.7828,20022360311,,,S,4,
20174,10957,,,,,,BROWN,NAOMI,1942-07-16,F,99960,WELLS PARK,STRAND,Kooroongarra,SA,2422,AUS,151.7919,-32.0895,26666535371,,,S,4,
20175,10963,304890,,,,8003609903591228,WHITE,ROSEMARY,1967-03-23,F,99904,SAFARI,CAUSEWAY,Red Lion,NT,6415,AUS,118.1854,-31.3781,35427091361,,,M,4,
20176,10968,300842,,,,8003609903598108,JONES,EVERETTE,2000-12-28,M,99987,BENVIEW,HIGHWAY,Basin View,VIC,5006,AUS,138.5949,-34.9090,24039780715,,,S,4,
20177,10974,,,,,,JONES,JEFF,1986-04-06,M,99907,APPLE FARMS,TRACK,Tanjil South,QLD,6330,AUS,117.5061,-35.0623,60542652012,,,S,4,
20178,10980,,,,,8003609903580171,WILLIAMS,LESSIE,1971-09-14,F,99929,PARK PALISADE,CRUISEWAY,Westgrove,NSW,3809,AUS,145.4246,-38.1039,38678083314,,,D,1,
20179,10985,301784,,,,8003609903619235,BROWN,LISA,1974-10-19,F,99944,PIONEER FORK,CRUISEWAY,Marong,ACT,2655,AUS,146.9901,-35.2404,24843746264,,,M,4,
20180,10990,,,,,,JONES,FRANK,1962-06-12,M,99914,SQUATTER,CONCOURSE,Novar Gardens,TAS,4557,AUS,153.1162,-26.6860,48220485322,,,M,4,
20181,10996,300454,,,,8003609903589362,JONES,SAMANTHA,1962-03-08,F,99908,ORIOLE GROVE,VISTA,Molloy Island,TAS,3926,AUS,145.1210,-38.3913,38527700831,,,S,4,
20182,11001,,,,,,JONES,ALEXANDER,1958-02-16,M,99994,WAREHOUSE,STREET,Biggera Waters,WA,5291,AUS,140.7722,-37.8873,57819184532,,,W,4,
20183,11007,,,10030,,8003609903579249,SMITH,ROLF,2007-01-10,M,99941,KARON,TRACK,Brownsville,SA,3289,AUS,142.1937,-37.8358,59143633414,,,S,4,
20184,11013,305304,,,,8003609903698445,MARTIN,TERRELL,1983-11-05,M,99988,DANVERS,CLOSE,Donald Creek,WA,5355,AUS,138.9381,-34.4892,55575555813,,,S,4,
20185,11019,300682,,,,8003609903594487,JOHNSON,KELSEY,2011-03-05,F,99953,TRALEE,WAY,Berry Park,NT,3280,AUS,142.4335,-38.3554,36604609654,,,S,4,
20186,11024,,,,,8003609903580205,SMITH,ALLISON,2016-03-29,M,99946,MT VIEW,STREET,Tarome,ACT,2369,AUS,151.2383,-29.9742,28818445441,QP493270E,WHT,S,4,
20187,11030,301976,,,,8003609903623534,MARTIN,CLAYTON,1967-04-10,M,99934,AURORAL,AVENUE,Thagoona,NT,7302,AUS,146.9315,-41.8005,51929833033,,,S,4,
20188,11035,304934,,,,8003609903690095,JONES,CRYSTAL,1984-05-10,F,99931,URBANDALE,CRESCENT,Wynarka,TAS,2646,AUS,146.3628,-35.9997,29686195044,,,M,4,
20189,11041,305692,,,,8003609903707220,JOHNSON,CLINT,1954-11-08,M,99997,CANDYTUFT,CIRCLE,Barretts Creek,ACT,3556,AUS,144.2325,-36.7054,34938763334,,,M,4,
20190,11047,305406,,,,8003609903579249,SMITH,JANIE,1980-12-13,F,99907,FISHER,MALL,Orana,VIC,5086,AUS,138.6584,-34.8515,41553023145,,,M,4,
20191,11052,302494,,,,8003609903635199,BROWN,ALIDA,1959-08-22,F,99942,MERIDIAN PARK,STREET,Taylorville,ACT,6445,AUS,120.8158,-32.9694,40074913225,,,D,1,
20192,11058,305406,,,,8003609903579249,SMITH,JANIE,1980-12-13,F,99907,FISHER,MALL,Orana,VIC,5086,AUS,138.6584,-34.8515,41553023145,,,M,4,
20193,11064,301560,,,,8003609903614228,JOHNSON,MARIO,1992-10-30,U,99995,USEVENTY ONE,PARADE,Morrl Morrl,ACT,5560,AUS,138.0223,-33.9656,56519401712,,,D,4,
20194,11070,300098,,,,8003609903581476,MARTIN,HELEN,1937-10-19,F,99978,GLEN LIVET,STREET,Cloisters Square,ACT,2370,AUS,151.4510,-29.7723,64187555961,,,M,4,
20195,11075,300234,,,,8003609903584454,SMITH,OFELIA,1977-03-04,F,99978,TWIN ASPEN,VISTA,Clagiraba,NSW,5653,AUS,135.2970,-32.9104,33198680215,,,S,4,1980-11-13
20196,11080,300900,,,,8003609903579637,JOHNSON-WILLIAMS,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
20197,11086,304554,,,,8003609903681557,SMITH,CARMEN,1935-05-14,F,99964,GAYNEL AUTUMN,RISE,Koorda,ACT,2192,AUS,151.0881,-33.9191,26787129665,,,S,4,
20198,11092,,,,,,BROWN,KRISTA,1945-06-21,F,99989,NOBLE FIR,RIDGE,Croom,WA,3809,AUS,145.4086,-38.0507,31152110073,,,M,4,
20199,11098,301812,,,,8003609903619839,MARTIN,FIDEL,2002-05-08,M,99925,SHAGGY PEAK,STRAND,Neutral Bay Junction,VIC,5734,AUS,134.7222,-26.0999,59712841325,,,S,4,
20200,11103,,10006,,,,SMITH,DAVID,2008-06-25,M,99980,DEER CANYON,STREET,Wedderburn Junction,QLD,2827,AUS,148.2759,-31.6932,27680701761,,,S,4,
20201,11108,305138,,,,8003609903579637,JOHNSON,ROSE,2016-04-15,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
20202,11114,303062,,,,8003609903648002,WILSON,CLARE,1978-01-31,F,99956,TONOPAH,WALK,Malyalling,QLD,5084,AUS,138.5965,-34.8592,50905554972,,,S,1,
20203,11120,,,,,,JONES,JANE,1935-06-17,F,99919,MEADOW BLUFF,TRACK,Vasey,ACT,4422,AUS,149.8016,-27.6150,48965031073,V 258791B,UNK,M,4,
20204,11125,301126,,,,8003609903604476,JONES,ELEANOR,1936-04-20,M,99913,HIGATE,GLEN,Mooroolbark,QLD,2316,AUS,152.0949,-32.7854,26830723533,,,S,4,
20205,11130,305518,,,,8003609903703310,MARTIN,JIM,1983-12-18,M,99922,MOUNTAIN PASS,AVENUE,Possum Creek,VIC,4601,AUS,151.9151,-25.8884,45773581411,,,M,4,2008-11-14
20206,11135,,,10045,,8003609903579322,JONES,ANA,1988-06-16,F,99974,KATE,STREET,Oodla Wirra,NT,4754,AUS,148.8731,-21.1645,41009963224,,,M,4,
20207,11141,305198,,,,8003609903696100,WILSON,ROBBIN,1974-06-05,F,99902,PEARL HARBOR,AVENUE,Allora,TAS,6401,AUS,116.6687,-31.3945,68483057123,,,S,4,
20208,11147,305684,,,,8003609903707030,SMITH,DAREN,2000-11-03,M,99950,VILLAGE VIEW,ALLEY,Lochaber,ACT,2315,AUS,152.1145,-32.7248,26820720923,,,S,4,
20209,11152,305950,,,,8003609903713053,WILSON,CHANTE,1964-06-26,F,99971,MAGDA,WAY,Southern Brook,NT,5373,AUS,138.8307,-34.3377,58472154613,,,S,4,
20210,11158,303722,,,,8003609903662821,BROWN,VANESSA,1999-12-20,F,99990,OSLO,CRESCENT,Williamsdale,VIC,7301,AUS,147.0333,-41.6224,51727258572,,,S,4,
20211,11164,305118,,,,8003609903579587,JONES-TAYLOR,MARY,2010-05-22,F,99938,CLEGG,CRESCENT,Banyo,SA,3802,AUS,145.2584,-37.9690,37592625965,,,S,4,
20212,11169,304474,,,,8003609903679791,WILSON,FELICIA,1966-02-17,F,99906,HILLVIEW,CLOSE,Tanjil South,ACT,6642,AUS,118.5223,-23.8752,64834937672,,,M,4,
20213,11175,,,,,,JONES,THERESA,1985-04-24,F,99912,EASTCAPITOL,HIGHWAY,Coffin Bay,NT,4400,AUS,151.7963,-27.4959,43605525441,,,S,4,
20214,11181,302330,,,,8003609903631479,BROWN,DON,1970-06-27,M,99991,BLUEWING,STREET,Bete Bolong,NSW,5733,AUS,138.2755,-30.0729,52251547734,,,S,4,
20215,11187,303596,,,,8003609903659942,TAYLOR,FREDERICK,1997-08-04,M,99900,JOSHUA,CENTREWAY,Burnsfield,NT,3026,AUS,144.7873,-37.8336,36386659415,,,M,4,
20216,11193,,,,,,WILLIAMS,LISA,1961-10-22,F,99962,MORRO,CRESCENT,West Lakes Shore,ACT,4626,AUS,151.3664,-25.6467,43961256663,,,M,4,
20217,11198,301370,,,,8003609903609954,MARTIN,LEANORA,1985-12-31,F,99996,COBHAM,ALLEY,Tenandra,WA,3351,AUS,143.7214,-37.6095,31749992832,,,M,4,
20218,11203,303974,,,,8003609903668521,WILSON,KEVIN,1981-01-08,M,99938,COPPER RUSH,GROVE,Memana,NT,2865,AUS,148.5372,-33.0851,22171599855,,,S,4,
20219,11209,305840,,,,8003609903710547,JONES,VERNON,2005-02-17,M,99950,NEW BONNEVILLE,LANE,Depot Hill,NSW,3126,AUS,145.0774,-37.8242,34192172522,,,S,4,
20220,11215,301194,,,,8003609903605994,BROWN,SAMUEL,1946-03-16,M,99903,CROWN ROSE,CRESCENT,Koorawatha,TAS,3184,AUS,144.9855,-37.8810,39404671863,,,M,4,
20221,11221,,,,,,SMITH,BILLY,1956-03-27,M,99945,DAUNTLESS,PLACE,Bara,QLD,5434,AUS,138.5080,-31.4750,52731757724,,,S,4,
20222,11226,303650,,,,8003609903661187,BROWN,MARINA,1988-09-23,F,99978,SHADOWLANDS,GLEN,Yandoit,TAS,2836,AUS,143.6196,-31.1999,25312540241,,,S,4,
20223,11232,305940,,,,8003609903615423,SMITH,AMANDA,1972-09-30,F,99909,MICA,CIRCUS,Turrawan,VIC,6210,AUS,115.6519,-32.6027,69363615164,,,M,4,
20224,11238,304358,,,,8003609903677191,JONES,JEANNETTE,1998-06-21,F,99973,COPPER SKY,COURT,Whyalla Norrie East,ACT,6107,AUS,115.9562,-32.0100,60268804232,,,S,4,
20225,11243,305414,,,,8003609903700969,MARTIN,WARREN,1964-07-16,F,99941,SHADOW CREST,PARKWAY,East Palmerston,NT,3727,AUS,145.8791,-36.2573,37593935652,,,D,1,
20226,11248,305014,,,,8003609903691861,MARTIN,MURIEL,1984-12-18,F,99924,ECHOLAND,CRUISEWAY,Bundall BC,VIC,2195,AUS,151.0676,-33.9231,29044478233,,,S,4,
20227,11254,304440,,,,8003609903679064,SMITH,LEO,1959-07-24,M,99907,LOGAN MEADOW,CRESCENT,Ipswich,ACT,2042,AUS,151.1700,-33.9001,21293401465,,,M,4,
20228,11260,300670,,,,8003609903594206,WILLIAMS,BRITTANY,1972-11-15,F,99917,GRAND OAK,BOULEVARD,Kalumburu,QLD,3156,AUS,145.2803,-37.8861,37930348374,,,W,4,2014-05-25
20229,11265,305668,,,,8003609903706685,JONES,MARISOL,1941-01-16,F,99939,JORDAN NARROWS,CIRCUIT,Carlingford North,ACT,3374,AUS,142.8874,-37.1612,36891599824,,,M,4,
20230,11270,305968,,,,8003609903713459,MARTIN,KENDALL,1992-05-01,M,99956,RANCH VIEW,COURT,Cunnamulla,ACT,2714,AUS,145.4337,-35.6591,29027547035,,,M,4,
20231,11276,301486,,,,8003609903612552,BROWN,HUBERT,1992-07-18,M,99920,SAM OLIVER,CONCOURSE,Womarden,NSW,3201,AUS,145.1759,-38.0965,01161443233,,,M,4,
20232,11282,305462,,,,8003609903702064,MARTIN,PETE,2010-12-12,M,99905,STONY PARK,PARKWAY,Beenleigh,SA,2725,AUS,147.8713,-34.4505,59944004133,,,S,4,
20233,11287,303550,,,,8003609903658910,SMITH,TASH,2008-07-17,F,99997,RUTH HALE,CAUSEWAY,Ghinghinda,TAS,2038,AUS,151.1697,-33.8806,39298078464,,,S,4,
20234,11292,300316,,,,8003609903586285,SMITH,VERNON,1951-08-09,M,99944,PINE SPRINGS,CRESCENT,Howitt Plains,SA,4671,AUS,151.5317,-24.7644,41708144172,,,M,4,
20235,11298,303096,,,,8003609903579330,SMITH (nee SMITH),LINDA,1952-11-18,M,99962,ASPEN HAVEN,ROAD,Eildon,WA,2134,AUS,151.1041,-33.8783,23427236525,,,M,4,
20236,11304,301758,,,,8003609903579504,WILLIAMS,DANNY,1994-09-27,M,99950,COVE PARK,ESPLANADE,Rockley,ACT,5653,AUS,135.2970,-32.9104,69112759831,,,S,4,
20237,11310,,,,,,SMITH,SHERIE,1975-07-01,F,99936,ATHERTON,CIRCLE,Andrews,WA,2011,AUS,151.2286,-33.8745,29783597413,,,M,4,
20238,11315,301376,,,,8003609903610101,JONES,KATHERINE,1962-03-26,F,99932,EDITH GROVE,VIEW,Spring Ridge,VIC,6009,AUS,115.8028,-31.9791,60276180822,,,M,4,
20239,11321,304810,,,,8003609903687323,BROWN,ELVA,1974-09-25,F,99964,DEVONSHIRE,COURT,Whitemore,ACT,3420,AUS,141.1217,-36.0221,34818924554,,,W,4,
20240,11327,303398,,,,8003609903655536,BROWN,DANIEL,1990-12-17,U,99901,GLENWOOD,CIRCUIT,Woolundunga,NT,6324,AUS,117.2217,-34.6043,61506450765,,,M,4,
20241,11332,300436,,,,8003609903588976,TAYLOR,JORDAN,1945-07-28,M,99956,COBBLESTONEVLG,CLOSE,Lavers Hill,ACT,5607,AUS,135.3488,-34.1375,57054681814,,,M,4,
20242,11338,303208,,,,8003609903651303,SMITH,JEANNINE,1953-09-07,F,99947,RIVER HORSE,CONCOURSE,Beldon,TAS,2806,AUS,148.3567,-33.4199,24199858253,,,M,4,
20243,11344,305138,,,,8003609903579637,JOHNSON,ROSALINDA,2014-04-18,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
20244,11350,302554,,,,8003609903636494,MARTIN,JENNIFER,2016-06-19,F,99972,CANNON CREEK,PARADE,East Arm,NSW,5017,AUS,138.5010,-34.8065,60474899911,,,S,4,
20245,11355,301186,,,,8003609903605838,SMITH,JERRY,1992-07-06,M,99901,OSTLER,COURT,Sandy Beach,WA,3329,AUS,143.9163,-37.9662,33130797351,NA384959B,WHT,D,4,
20246,11361,300916,,,,8003609903599783,WILLIAMS,PEARL,1979-09-06,F,99914,FISHER,CRUISEWAY,Hove,VIC,2324,AUS,151.7803,-32.6960,26191263411,,,S,1,
20247,11367,305910,,,,8003609903712147,WILLIAMS,DORA,1966-10-23,F,99959,GOLD VALLEY,GROVE,North Lake Grace,TAS,2097,AUS,151.2814,-33.7281,29123340425,,,M,4,
20248,11373,305126,,,,8003609903694436,SMITH,JESSIE,2001-04-01,F,99969,MARION VILLAGE,GLEN,East Arnhem,ACT,7179,AUS,147.8888,-43.0105,56586500132,,,S,4,
20249,11378,,,,,,WILLIAMS,VALERIE,1958-04-13,F,99961,SPURRIER,CLOSE,Darwin DC,QLD,3942,AUS,144.7735,-38.3706,33075100373,,,M,4,
20250,11383,303034,,,,8003609903579546,SMITH,ROGER,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
20251,11389,301134,,,,8003609903579504,WILLIAMS,CHESTER,1994-09-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
20252,11394,303340,,,,8003609903654240,MARTIN,STUART,1937-12-07,M,99956,BOTHWELL,WAY,Maria Creeks,VIC,2506,AUS,150.8429,-34.4815,22949137324,,,S,4,
20253,11399,305542,,,,8003609903703849,TAYLOR,CLIFF,1934-03-05,M,99919,PETERSON,BOULEVARD,Kalang,TAS,6260,AUS,115.8616,-34.3688,66636644113,,,M,4,
20254,11404,301182,,,,8003609903579462,JOHNSON-WHITE,SHELLY,2011-08-26,F,99986,ROYAL TEE,DRIVE,Virginia DC,TAS,2347,AUS,150.7458,-30.1753,24976625372,,,S,4,
20255,11410,,,,,,SMITH,ISAIAH,1976-11-14,M,99927,SCOTTISH,CAUSEWAY,Boodarie,NT,5035,AUS,138.5808,-34.9516,52546869551,,,M,4,
20256,11415,305796,,,,8003609903660221,SMITH,PHILIP,1990-03-17,M,99958,TITIAN,VIEW,Bellevue Hill,VIC,5125,AUS,138.7437,-34.7704,50622727563,,,S,4,
20257,11420,304628,,,,8003609903683207,WILLIAMS,HAZEL,1976-09-21,F,99947,DAVENSHIRE,TERRACE,Thorndale,TAS,3813,AUS,145.6255,-38.0302,35437259244,,,M,4,
20258,11425,,,,,,BROWN,JENNIFER,1970-04-29,F,99900,DEMEREST,SQUARE,Marananga,VIC,6031,AUS,115.7524,-31.6909,68213450362,,,M,4,
20259,11430,301432,,,,8003609903611349,SMITH,DESIREE,1950-10-10,F,99951,MCCLELLAND,CONCOURSE,Sandpatch,TAS,2669,AUS,147.1412,-33.6653,28651695072,,,S,4,
20260,11436,303170,,,,8003609903650446,TAYLOR,ALLEN,1949-07-21,M,99980,DUNSINANE,ROAD,Townview,WA,2312,AUS,152.3748,-32.1506,32234866474,,,S,4,
20262,11448,301040,,,,8003609903602587,BROWN,NUMBERS,1936-09-15,M,99999,ANTELOPE,CRUISEWAY,Tibbuc,QLD,3371,AUS,143.6440,-37.2009,34106904111,,,M,4,
20263,11453,305144,,,,8003609903579330,SMITH (nee JONES),LINDA,1953-11-18,F,99966,LAZY RIVER,TERRACE,Mount Marshall,TAS,6081,AUS,116.1331,-31.8693,23427236525,,,M,4,
20264,11458,304418,,,,8003609903678553,JOHNSON,TINA,1942-02-10,F,99960,NORTHFORTY,CLOSE,Pola Creek,ACT,4600,AUS,152.3216,-26.1085,33896260334,,,M,4,
20265,11464,301338,,,,8003609903609210,TAYLOR,NAT,1958-06-08,F,99917,INDIGO SKY,GROVE,Mount Egerton,ACT,2842,AUS,149.0528,-31.7869,25888567373,,,M,4,
20266,11470,303958,,,,8003609903668158,WHITE,GAYLENE,1955-10-04,F,99976,INVERNESS,STREET,Hammond Park,QLD,5354,AUS,139.5879,-34.5798,57549057432,,,M,4,
20267,11475,,,,,,SMITH,PAUL,1956-02-04,F,99914,JORDAN VISTA,RIDGE,Three Bridges,NT,6321,AUS,117.4157,-34.2272,69181395011,,,M,4,
20268,11481,304194,,,,8003609903673505,WHITE,JENNETTE,1938-07-05,F,99952,ROOFTOP,TRACK,Adelaide River,VIC,4341,AUS,152.3159,-27.6597,43164067374,,,M,4,
20269,11486,301672,,,,8003609903616710,WHITE,LAN,1989-08-15,F,99974,COLOROW,CRESCENT,Barraganyatti,TAS,3699,AUS,147.3656,-36.8339,30073916771,,,M,4,
20270,11492,301816,,,,8003609903619912,WHITE,MILDRED,1975-03-06,F,99950,AMERICAN BEAUTY,WAY,Stokers Siding,VIC,6100,AUS,115.8956,-31.9763,64934392262,,,S,4,
20271,11497,303354,,,,8003609903654562,JONES,KRISTEN,1965-07-25,F,99992,HOLLADAY PINES,RIDGE,Tomakin,QLD,3522,AUS,144.8033,-37.0475,34542668054,,,M,4,
20272,11502,303902,,,,8003609903666921,MARTIN,DENNIS,1971-03-19,M,99906,WILLOWRIDGE,CRUISEWAY,Ledge Point,NSW,4022,AUS,153.0530,-27.2120,47800857313,,,M,4,
20273,11508,305262,,,,8003609903697520,WILSON,LOIS,1945-09-02,F,99922,CLOVER CREST,WALKWAY,Bees Creek,TAS,3022,AUS,144.8033,-37.7750,31697117945,,,S,4,
20274,11514,302272,,,,8003609903630174,TAYLOR,LINDSAY,1968-11-25,F,99917,CIDER,STRAND,Welcome Creek,ACT,6112,AUS,115.9791,-32.1777,65242425412,,,S,4,
20275,11519,,,,,,WILLIAMS,PHILLIP,2010-01-07,M,99940,POWDER,CRUISEWAY,Jugiong,QLD,3607,AUS,145.1787,-36.8552,39190294342,,,S,4,
20276,11524,,,,,,JONES,MICHELLE,2001-10-01,F,99904,SHADY WOODS,CONCOURSE,Dilston,NT,6025,AUS,115.7438,-31.7906,67138237945,,,S,4,
20277,11529,305182,,,,8003609903695755,TAYLOR,KARA,1988-12-29,F,99965,GAMBEL,CLOSE,Rules Beach,SA,3832,AUS,145.9685,-37.9200,34079153274,,,S,4,
20278,11534,,10030,,,8003609903579249,SMITH,DAVID,2007-01-10,M,99991,OLIVIA,CRUISEWAY,Whittington,QLD,5471,AUS,138.4578,-33.4623,59143633414,,,S,4,
20279,11539,302824,,,,8003609903642617,BROWN,BART,1969-08-16,M,99961,DISTRICT EDGE,CIRCUIT,Eggs And Bacon Bay,QLD,2113,AUS,151.1360,-33.8110,22731273755,,,M,4,
20280,11544,300030,,,,8003609903579918,SMITH,FRANK,1957-04-05,M,99954,BROWNS,GLEN,Mica Creek,SA,3797,AUS,145.6969,-37.8434,37303292524,,,M,4,
20281,11550,304208,,,,8003609903579637,JOHNSON-BROWN,ROSALINDA,1971-05-25,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
20282,11555,302490,,,,8003609903635090,SMITH,GLENNA,2006-04-11,F,99955,BADGER,VIEW,Mount Tassie,NT,2580,AUS,149.5797,-35.1071,26268116045,,,S,4,
20283,11560,304070,,,,8003609903670733,TAYLOR,EDWIN,2007-12-06,M,99934,MOUNTAIN SUN,HIGHWAY,Boambolo,TAS,3273,AUS,142.6879,-37.9903,05840136525,,,S,4,
20284,11566,303872,,,,8003609903666236,WHITE,JANET,1984-09-23,F,99916,YVONNE,CENTREWAY,East Mackay,SA,6450,AUS,122.8132,-33.3848,64795933825,,,S,4,
20285,11572,302938,,,,8003609903645164,TAYLOR,VALERIE,1958-08-15,F,99939,SUN BLOSSOM,CRESCENT,Litchfield Park,QLD,6358,AUS,118.6923,-32.4100,60553600714,S 106981B,ORN,W,4,1982-09-19
20286,11577,301692,,,,8003609903617155,BROWN,ERIN,1966-06-13,F,99903,PINEHURST,BOULEVARD,Bulgary,QLD,3954,AUS,145.9533,-38.5583,30094657414,,,M,4,
20287,11583,,10040,,,8003609903579280,JONES (SMITH),TINA,1963-06-23,F,99958,BENNETT,CAUSEWAY,Idalia,ACT,2627,AUS,148.2041,-36.4962,29433416034,,,M,4,
20288,11589,305656,,,,8003609903579249,SMITH (SMITH),JANIE,1980-12-11,F,99959,HIGHLANDCV,TERRACE,Cornwallis,SA,4498,AUS,149.7636,-28.2225,41553023145,,,M,4,
